Name,Street,Postal,Locality,Region,Phone,Mobile,Fax,Website,Products,Service,Keyword,Facilities,Categories,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,URL
Banchory School Of Motoring,"TIGHNABRUAICH, ARBEADIE TER ",AB31 5TN,Banchory ,Aberdeenshire Scotland,01330 823088,NA,NA,,NA,"Driving Lessons, Driver Training",Road Regulations,NA,"Driving Schools, Driving School Instructor",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fbanchory-school-of-motoring-17084007.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Mactaggart & Dallas,"TIGH-NA-BRUICH, ARBEADIE TER ",AB31 5TN,Banchory ,Aberdeenshire Scotland,01330822550,01330 825656,NA,,NA,NA,Quantity Surveyors,NA,Building Surveyors,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fmactaggart---dallas-17141246.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
John Henderson,5A Arbeadie Tce ,AB31 5TN,Banchory ,Aberdeenshire Scotland,01330 824821,01330 820604,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fjohn-henderson-17115630.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Structural Steel Draughting Ltd,1 Arbeadie Terrace ,AB31 5TN,Banchory ,Aberdeenshire Scotland,01330 820888,01330 824811,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fstructural-steel-draughting-ltd-17173229.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Tully More Timber Products Ltd,39 Tullymore Rd ,BT32 3PF,Banbridge ,Down Northern Ireland,07743 645487,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanbridge.cylex-uk.co.uk%2Fcompany%2Ftully-more-timber-products-ltd-26861720.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Banchory Cycles,1 Arbeadie Terrace ,AB31 5TN,Banchory ,Aberdeenshire Scotland,01330 820011,NA,NA,www.banchorycycles.com,NA,NA,"Cycle Shops, Cycle Shops & Repairs",NA,NA,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fbanchory-cycles-19900149.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Z K H Builders,Dental 5A Arbeadie Terrace ,AB31 5TN,Banchory ,Aberdeenshire Scotland,01330 824821,NA,NA,,NA,Building Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fz-k-h-builders-18648104.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
J.a Merchant,Arbeadie Rd ,AB31 5XA,Banchory ,Aberdeenshire Scotland,01330 822883,NA,NA,,NA,NA,NA,NA,"House Builders, Building Companies, Builders",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanchory.cylex-uk.co.uk%2Fcompany%2Fj-a-merchant-17042148.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Stephens Plumbing Services,3 HILL STREET. ,CF82 7AU,Ystrad Mynach ,Caerphilly Wales,01443 812582,NA,NA,,NA,Plumbing & Heating Services,Plumbing Heating and Air Conditioning Contractors,NA,"Plumbing Contractors, Heating Contractors, Air Conditioning Contractors",NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fstephens-plumbing-services-14631410.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
J Shannon,25 TULLYMORE ROAD ,BT32 3PF,Banbridge ,Down Northern Ireland,028 3831 8285,NA,NA,,NA,NA,"Wood Products, Wood Gifts, Dairy Farms, Dairy Farming",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fbanbridge.cylex-uk.co.uk%2Fcompany%2Fj-shannon-12844326.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Future Training & Consulting Ltd,51 BUARTH Y CAPEL ,CF37 3NY,Ynysybwl ,Rhondda Cynon Taf Wales,01443 799067,NA,NA,,NA,NA,"Educational Services, Training Courses, Adult Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fynysybwl.cylex-uk.co.uk%2Fcompany%2Ffuture-training---consulting-ltd-21361853.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Mothers Of Africa,"UHW MAIN BUILDING, HEATH PARK",CF14 4XN,Cardiff ,Cardiff Wales,029 2074 3110,07563 709440,NA,mothersofafrica.care,NA,NA,Volunteering Opportunities,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcardiff.cylex-uk.co.uk%2Fcompany%2Fmothers-of-africa-19677479.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rhondda Animal Aid,"BRYNIFOR, 6, CHURCH TERRACE ",CF40 1RW,Penrhiwfer ,Rhondda Cynon Taf Wales,01443 437709,01886 821 106,NA,,NA,NA,"Animal Welfare, Animal Welfare Organisations, Organisations, Welfare",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpenrhiwfer.cylex-uk.co.uk%2Fcompany%2Frhondda-animal-aid-13658752.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Torfaen Libraries Headquarters,COUNTY HALL,NP44 2WN,Croesyceiliog ,Monmouthshire Wales,01633 628 941,01633 648 164,NA,www.torfaen.gov.uk/intro-splash.aspx,NA,NA,"Animal Welfare, Social Services, Building Control, Business Rates, Street Cleaning, Commercial Waste, Environment Planning",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcroesyceiliog-monmouthshire.cylex-uk.co.uk%2Fcompany%2Ftorfaen-libraries-headquarters-20004130.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Totten Ltd,"4 BRYNGWENNOL, THE RISE LLANBRADACH ",CF83 3PR,Llanbradach ,Caerphilly Wales,NA,NA,NA,,NA,NA,NA,NA,Dormant Companies,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fllanbradach.cylex-uk.co.uk%2Fcompany%2Ftotten-ltd-20892297.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Action for Children,"The Mount, 3A Mountain Road ",CF83 1HG,Caerphilly ,Caerphilly Wales,029 2084 9230,NA,NA,www.actionforchildren.org.uk,NA,Early years and family support,"Adoption, Fostering",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fcaerphilly.cylex-uk.co.uk%2Fcompany%2Faction-for-children-26349173.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
D Thomas Accountancy Service,14 ROYCE CLOSE ,CF82 8HN,Penpedairheol ,Caerphilly Wales,01443 879720,NA,NA,www.accountancyservice.co.uk,NA,"accounts preparation, tax returns, vat returns, capital gains tax, company accounts, income tax, sole traders, personal tax, tax, tax refunds","Accountants, Accounting, Bookkeeping, Accountancy, Account Preparation, Financial Services, Auditors, Tax Return, Tax Experts, VAT Return, Personal Tax Services, Tax Refund, Company Account",NA,NA,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,Closed,09:00 - 16:30,09:00 - 16:30,09:00 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fpenpedairheol.cylex-uk.co.uk%2Fcompany%2Fd-thomas-accountancy-service-14311555.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Eye For Finance,6 CAE COLLEN ,NP12 1FF,Blackwood ,Caerphilly Wales,07784 691 677,NA,NA,eyeforfinance.co.uk,NA,NA,Accountants,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Feye-for-finance-20040866.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
MAKE IT STICKY LIMITED,"TASSAGH, HEOL Y COED ",NP12 2NH,Wyllie ,Caerphilly Wales,029 2000 3233,NA,NA,makeitsticky.co.uk,NA,NA,NA,NA,NA,09:00 - 17:30,09:00 - 17:30,Closed,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fwyllie.cylex-uk.co.uk%2Fcompany%2Fmake-it-sticky-limited-22899550.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council,"OLD SCHOOL, MILL ROAD ",CF83 3FD,Caerphilly ,Caerphilly Wales,01443 815588,NA,NA,www.caerphilly.gov.uk,NA,NA,"Council, Council Tax, Community Safety, Council Tax Benefit, Family Placement, County Borough Council, Business Support, Social Services, Social Care, Building Control, Permits, Fostering, Environmental Health, Adoption, Government, Housing, Animal Welfare, Licences, Street Trading",NA,NA,08:30 - 17:00,08:30 - 16:30,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fcaerphilly.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council-17866830.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Foster Care Associates Abercynon,Navigation Park ,CF45 4SN,Abercynon ,Rhondda Cynon Taf Wales,01443 741817,NA,NA,www.thefca.co.uk,NA,"social care services, children care, Childcare","Social Care, Care Associates",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fabercynon.cylex-uk.co.uk%2Fcompany%2Ffoster-care-associates-abercynon-25753929.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Blackwood Working Mens Club,10 Woodbine Road ,NP12 1QJ,Blackwood ,Caerphilly Wales,01495 223298,NA,NA,,NA,Entertainment,"Social Club, Social Clubs & Associations, Leisure, Pubs, Sports, Bars, Associations, Social Services, Leisure Cultural, Club, Clubs & Associations, Night Clubs",NA,NA,16:00 - 24:00,14:00 - 24:00,12:00 - 24:00,11:30 - 24:00,16:00 - 24:00,16:00 - 24:00,16:00 - 24:00,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Fblackwood-working-mens-club-15572280.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Action for Children,Cwrt Llanfabon,F83 2WP,Energlyn ,,029 2086 7447,NA,NA,www.actionforchildren.org.uk,NA,Children's centre,"Adoption, Fostering",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fenerglyn.cylex-uk.co.uk%2Fcompany%2Faction-for-children-25813993.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barnardo's Bargoed,59 Hanbury Road ,CF81 8QX,Bargoed ,Caerphilly Wales,01443 837136,NA,NA,www.barnardos.org.uk,"Birthday Cards, Everyday Cards, Everyday Wrapping, General Cards, Occasion Cards","Family placement, Fostering and adoption services, Domestic violence support","Charities, Fostering Agencies, Child Adoption",NA,NA,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Closed,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fbargoed.cylex-uk.co.uk%2Fcompany%2Fbarnardo%2527s-bargoed-15695238.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council,"AVENUE HOUSE, KING EDWARD AVENUE ",CF83 1HE,Caerphilly ,Caerphilly Wales,01443 815588,NA,NA,www.caerphilly.gov.uk,NA,NA,"Council, Council Tax, Community Safety, Council Tax Benefit, Family Placement, County Borough Council, Business Support, Social Services, Social Care, Building Control, Permits, Fostering, Environmental Health, Adoption, Government, Housing, Animal Welfare, Licences, Street Trading",NA,NA,08:30 - 17:00,08:30 - 16:30,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fcaerphilly.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council-17866813.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council,"2 TIR-Y-BERTH INDUSTRIAL ESTATE, NEW ROAD ",CF82 8AU,Tir-Y-Berth ,Caerphilly Wales,01443 815588,NA,NA,www.caerphilly.gov.uk,NA,NA,"Council, Council Tax, Community Safety, Council Tax Benefit, Family Placement, County Borough Council, Business Support, Social Services, Social Care, Building Control, Permits, Fostering, Environmental Health, Adoption, Government, Housing, Animal Welfare, Licences, Street Trading",NA,NA,08:30 - 17:00,08:30 - 16:30,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Ftir-y-berth.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council-17866823.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ali Max Motor Sport,HIGH STREET ,CF82 7BB,Ystrad Mynach ,Caerphilly Wales,01443 816929,01443 816929,NA,,Motorbikes,Motor Racing,"Karting and Motor Sports, Motorsport",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fali-max-motor-sport-15615213.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Ystrad Mynach Library,39 High St ,CF82 7BB,Ystrad Mynach ,Caerphilly Wales,01443 812988,01443 862711,NA,www.caerphilly.gov.uk,"Library Books, Books, Literature",NA,"Library, Books for Sale, Council, Novel, County Borough Council",NA,NA,09:30 - 13:00,09:30 - 18:00,09:30 - 13:00,Closed,09:30 - 17:00,09:30 - 18:00,09:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fystrad-mynach-library-13929113.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
ANDREW ROBERTS ACCOUNTING SERVICES LIMITED,15 Burnet Drive ,NP12 2FN,Pontllanfraith ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Accountants, Bookkeeper, Auditing",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpontllanfraith.cylex-uk.co.uk%2Fcompany%2Fandrew-roberts-accounting-services-limited-24043449.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
A P T Windows,High Street ,CF82 7BB,Ystrad Mynach ,Caerphilly Wales,01443 812004,07745 630705,01443 819116,,"Casement Windows, Conservatories, Doors, French Doors, French Windows, Patio Doors, Victorian Conservatory, Windows, Victorian Conservatories","pvc windows manufacturing, pvc doors fitting",NA,NA,Double Glazing Manufacturers,08:00 - 17:00,08:00 - 17:00,Closed,Closed,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fa-p-t-windows-15550267.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barnardo's Blackwood,Unit 1B Blackwood Retail Park,NP12 0NT,Blackwood ,Caerphilly Wales,01495 221655,NA,NA,www.barnardos.org.uk,NA,"Family placement, adoption services, Domestic violence support","Charities, Adoption, Fostering Agencies, Child Adoption",NA,NA,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,10:00 - 16:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Fbarnardo%2527s-blackwood-23811677.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barnardo's Blackwood,86 High Street ,NP12 1AE,Blackwood ,Caerphilly Wales,01495 229100,NA,NA,www.barnardos.org.uk,"Birthday Cards, Everyday Cards, Everyday Wrapping, General Cards, Occasion Cards","Family placement, Fostering and adoption services, Domestic violence support","Charities, Fostering Agencies, Child Adoption",NA,NA,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,Closed,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Fbarnardo%2527s-blackwood-15694964.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
C.a. Mortgage Services Ltd,8 CLOS Y GORON,NP12 2HZ,Blackwood ,Caerphilly Wales,01443 866303,07780 925185,NA,,NA,NA,"Financial Services, Mortgages, First Time Buyer",NA,NA,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,https://api.scraperapi.com/?url=https%3A%2F%2Fblackwood.cylex-uk.co.uk%2Fcompany%2Fc-a--mortgage-services-ltd-18862905.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Barclays Bank PLC,27 Bedwlwyn Road ,CF82 7AA,Ystrad Mynach ,Caerphilly Wales,0845 755 5555,0345 734 5345,NA,www.barclays.co.uk,NA,"Barclays Bank Account, Barclays Personalised Card, Car Insurance, Credit cards, Home insurance, Instant Cash ISA, Life Insurance, Personal loans, Travel Insurance","Financial Services, Bank, Credit Card",NA,NA,09:30 - 16:30,09:30 - 16:30,Closed,Closed,09:30 - 16:30,09:30 - 16:30,09:30 - 16:30,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fbarclays-bank-plc-13505158.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Jual Limited,3 GELLIDEG LANE ,CF82 7SD,Maesycwmmer ,Caerphilly Wales,NA,NA,NA,,NA,NA,NA,NA,Dormant Companies,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fmaesycwmmer.cylex-uk.co.uk%2Fcompany%2Fjual-limited-22605575.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Rily Accountancy and Business Solutions Limited,"RILY HOUSE, 55, STRYD HYWEL, HARRIS ",CF82 7DN,Ystrad Mynach ,Caerphilly Wales,NA,NA,NA,,NA,NA,"Accountants, Accounting, Management Consultants, Financial Management, Business Consultants, Auditing",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Frily-accountancy-and-business-solutions-limited-22800833.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Georgina Anne Training Enterprises Limited,"OFFICE NO 1 THE BUSINESS CENTRE WAUN BORFA ROAD, CEFN FFOREST ",NP12 3RJ,Fleur De Lis ,Caerphilly Wales,NA,NA,NA,,NA,NA,NA,NA,Dormant Companies,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Ffleur-de-lis.cylex-uk.co.uk%2Fcompany%2Fgeorgina-anne-training-enterprises-limited-21376978.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Caerphilly County Borough Council,NEW ROAD,CF82 8NR,Hengoed ,Caerphilly Wales,01443 815588,07919 627303,01443 873778,www.caerphilly.gov.uk,NA,"Waste Collection, Waste Disposal, Recycling, Street Cleansing","Health Improvement, Urban Renewal, Family Placement, County Borough Council, Social Services, Social Care, Council Tax, Trading Standards, Council Tax Benefit, Fostering, Permits, Development Control, Adoption, Environmental Health, Business Support, Government, Housing, Council, Cemetery, Animal Welfare, Bereavement, Building Control, Community Safety, Licensing, Emergency Planning, Licences, Street Trading",NA,NA,08:30 - 17:00,08:30 - 16:30,Closed,Closed,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,https://api.scraperapi.com/?url=https%3A%2F%2Fhengoed.cylex-uk.co.uk%2Fcompany%2Fcaerphilly-county-borough-council-17866837.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Brian Hancock Assembly Member,"4, COMMERCIAL HOUSE, COMMERCIAL STREET, , BLACKWOOD ",NP12 2JY,Pontllanfraith ,Caerphilly Wales,01495 227558,01495 231160,NA,,NA,NA,"Political Parties, Party, Government Politics, Political",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fpontllanfraith.cylex-uk.co.uk%2Fcompany%2Fbrian-hancock-assembly-member-14247160.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Peter Kitchin,"FAIRVIEW, HEATHLANDS ",CF82 7AZ,Ystrad Mynach ,Caerphilly Wales,01443 815968,NA,NA,,NA,NA,"Accountants, Accounting, Bookkeeping, Accountancy, Financial Services, Financial, Tax",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Fpeter-kitchin-17274677.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
Alan J Jenner,6 Bedwlwyn Close ,CF82 7BA,Ystrad Mynach ,Caerphilly Wales,01443 813403,01443 813403,NA,,NA,NA,"Accountants, Accounting, Bookkeeping, Accountancy, Financial Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.scraperapi.com/?url=https%3A%2F%2Fystrad-mynach.cylex-uk.co.uk%2Fcompany%2Falan-j-jenner-13120292.html&api_key=adc3d866682a18dad67c04d3bcbc7f1c&scraper_sdk=python
